ID		PT-BR NAME			EN NAME
15937		Manoplas de bathus (a)			Bathus gauntlets (b)
15938		Manoplas de marmaros (a)			Marmaros gauntlets (b)
15939		Manoplas de kratonita (a)			Kratonite gauntlets (b)
15940		Manoplas de fractita (a)			Fractite gauntlets (b)
15941		Manoplas de zephyria (a)			Zephyrium gauntlets (b)
15942		Manoplas de argonita (a)			Argonite gauntlets (b)
15943		Manoplas de katagon (a)			Katagon gauntlets (b)
15944		Manoplas de gorgonita (a)			Gorgonite gauntlets (b)
15945		Manoplas de promécio (a)			Promethium gauntlets (b)
15946		Manoplas primais (a)			Primal gauntlets (b)
15947		Flechas de novita (a)			Novite arrows (b)
15948		Flechas de bathus (a)			Bathus arrows (b)
15949		Flechas de marmaros (a)			Marmaros arrows (b)
15950		Flechas de kratonita (a)			Kratonite arrows (b)
15951		Flechas de fractita (a)			Fractite arrows (b)
15952		Flechas de zephyria (a)			Zephyrium arrows (b)
15953		Flechas de argonita (a)			Argonite arrows (b)
15954		Flechas de katagon (a)			Katagon arrows (b)
15955		Flechas de gorgonita (a)			Gorgonite arrows (b)
15956		Flechas de promécio (a)			Promethium arrows (b)
15957		Flechas sagitário (a)			Sagittarian arrows (b)
15958		Flechas de novita (a)			Novite arrows (b)
15959		Flechas de bathus (a)			Bathus arrows (b)
15960		Flechas de marmaros (a)			Marmaros arrows (b)
15961		Flechas de kratonita (a)			Kratonite arrows (b)
15962		Flechas de fractita (a)			Fractite arrows (b)
15963		Flechas de zephyria (a)			Zephyrium arrows (b)
15964		Flechas de argonita (a)			Argonite arrows (b)
15965		Flechas de katagon (a)			Katagon arrows (b)
15966		Flechas de gorgonita (a)			Gorgonite arrows (b)
15967		Flechas de promécio (a)			Promethium arrows (b)
15968		Flechas sagitário (a)			Sagittarian arrows (b)
15969		Flechas de novita (a)			Novite arrows (b)
15970		Flechas de bathus (a)			Bathus arrows (b)
15971		Flechas de marmaros (a)			Marmaros arrows (b)
15972		Flechas de kratonita (a)			Kratonite arrows (b)
15973		Flechas de fractita (a)			Fractite arrows (b)
15974		Flechas de zephyria (a)			Zephyrium arrows (b)
15975		Flechas de argonita (a)			Argonite arrows (b)
15976		Flechas de katagon (a)			Katagon arrows (b)
15977		Flechas de gorgonita (a)			Gorgonite arrows (b)
15978		Flechas de promécio (a)			Promethium arrows (b)
15979		Flechas sagitário (a)			Sagittarian arrows (b)
15980		Flechas de novita (a)			Novite arrows (b)
15981		Flechas de bathus (a)			Bathus arrows (b)
15982		Flechas de marmaros (a)			Marmaros arrows (b)
15983		Flechas de kratonita (a)			Kratonite arrows (b)
15984		Flechas de fractita (a)			Fractite arrows (b)
15985		Flechas de zephyria (a)			Zephyrium arrows (b)
15986		Flechas de argonita (a)			Argonite arrows (b)
15987		Flechas de katagon (a)			Katagon arrows (b)
15988		Flechas de gorgonita (a)			Gorgonite arrows (b)
15989		Flechas de promécio (a)			Promethium arrows (b)
15990		Flechas sagitário (a)			Sagittarian arrows (b)
15991		Machado de novita (a)			Novite hatchet (b)
15992		Machado de bathus (a)			Bathus hatchet (b)
15993		Machado de marmaros (a)			Marmaros hatchet (b)
15994		Machado de kratonita (a)			Kratonite hatchet (b)
15995		Machado de fractita (a)			Fractite hatchet (b)
15996		Machado de zephyria (a)			Zephyrium hatchet (b)
15997		Machado de argonita (a)			Argonite hatchet (b)
15998		Machado de katagon (a)			Katagon hatchet (b)
15999		Machado de gorgonita (a)			Gorgonite hatchet (b)
16000		Machado de promécio (a)			Promethium hatchet (b)
16001		Machado primal (a)			Primal hatchet (b)
16002		Botas de protocouro (a)			Protoleather boots (b)
16003		Botas de subcouro (a)			Subleather boots (b)
16004		Botas de paracouro (a)			Paraleather boots (b)
16005		Botas de arquecouro (a)			Archleather boots (b)
16006		Botas de dromocouro (a)			Dromoleather boots (b)
16007		Botas de espinocouro (a)			Spinoleather boots (b)
16008		Botas de galicouro (a)			Gallileather boots (b)
16009		Botas de estegocouro (a)			Stegoleather boots (b)
16010		Botas de megacouro (a)			Megaleather boots (b)
16011		Botas de tiranocouro (a)			Tyrannoleather boots (b)
16012		Botas sagitário (a)			Sagittarian boots (b)
16013		Cota de novita (a)			Novite platebody (b)
16014		Cota de bathus (a)			Bathus platebody (b)
16015		Cota de marmaros (a)			Marmaros platebody (b)
16016		Cota de kratonita (a)			Kratonite platebody (b)
16017		Cota de fractita (a)			Fractite platebody (b)
16018		Cota de zephyria (a)			Zephyrium platebody (b)
16019		Cota de argonita (a)			Argonite platebody (b)
16020		Cota de katagon (a)			Katagon platebody (b)
16021		Cota de gorgonita (a)			Gorgonite platebody (b)
16022		Cota de promécio (a)			Promethium platebody (b)
16023		Cota primal (a)			Primal platebody (b)
16024		Montante de novita (a)			Novite longsword (b)
16025		Montante de bathus (a)			Bathus longsword (b)
16026		Montante de marmaros (a)			Marmaros longsword (b)
16027		Montante de kratonita (a)			Kratonite longsword (b)
16028		Montante de fractita (a)			Fractite longsword (b)
16029		Montante de zephyria (a)			Zephyrium longsword (b)
16030		Montante de argonita (a)			Argonite longsword (b)
16031		Montante de katagon (a)			Katagon longsword (b)
16032		Montante de gorgonita (a)			Gorgonite longsword (b)
16033		Montante de promécio (a)			Promethium longsword (b)
16034		Montante primal (a)			Primal longsword (b)
16035		Espadim de novita (a)			Novite rapier (b)
16036		Espadim de bathus (a)			Bathus rapier (b)
16037		Espadim de marmaros (a)			Marmaros rapier (b)
16038		Espadim de kratonita (a)			Kratonite rapier (b)
16039		Espadim de fractita (a)			Fractite rapier (b)
16040		Espadim de zephyria (a)			Zephyrium rapier (b)
16041		Espadim de argonita (a)			Argonite rapier (b)
16042		Espadim de katagon (a)			Katagon rapier (b)
16043		Espadim de gorgonita (a)			Gorgonite rapier (b)
16044		Espadim de promécio (a)			Promethium rapier (b)
16045		Espadim primal (a)			Primal rapier (b)
16046		Coifa de protocouro (a)			Protoleather coif (b)
16047		Coifa de subcouro (a)			Subleather coif (b)
16048		Coifa de paracouro (a)			Paraleather coif (b)
16049		Coifa de arquecouro (a)			Archleather coif (b)
16050		Coifa de dromocouro (a)			Dromoleather coif (b)
16051		Coifa de espinocouro (a)			Spinoleather coif (b)
16052		Coifa de galicouro (a)			Gallileather coif (b)
16053		Coifa de estegocouro (a)			Stegoleather coif (b)
16054		Coifa de megacouro (a)			Megaleather coif (b)
16055		Coifa de tiranocouro (a)			Tyrannoleather coif (b)
16056		Coifa sagitário (a)			Sagittarian coif (b)
16057		Calça de protocouro (a)			Protoleather chaps (b)
16058		Calça de subcouro (a)			Subleather chaps (b)
16059		Calça de paracouro (a)			Paraleather chaps (b)
16060		Calça de arquecouro (a)			Archleather chaps (b)
16061		Calça de dromocouro (a)			Dromoleather chaps (b)
16062		Calça de espinocouro (a)			Spinoleather chaps (b)
16063		Calça de galicouro (a)			Gallileather chaps (b)
16064		Calça de estegocouro (a)			Stegoleather chaps (b)
16065		Calça de megacouro (a)			Megaleather chaps (b)
16066		Calça de tiranocouro (a)			Tyrannoleather chaps (b)
16067		Calça sagitário (a)			Sagittarian chaps (b)
16068		Cota de protocouro (a)			Protoleather body (b)
16069		Cota de subcouro (a)			Subleather body (b)
16070		Cota de paracouro (a)			Paraleather body (b)
16071		Cota de arquecouro (a)			Archleather body (b)
16072		Cota de dromocouro (a)			Dromoleather body (b)
16073		Cota de espinocouro (a)			Spinoleather body (b)
16074		Cota de galicouro (a)			Gallileather body (b)
16075		Cota de estegocouro (a)			Stegoleather body (b)
16076		Cota de megacouro (a)			Megaleather body (b)
16077		Cota de tiranocouro (a)			Tyrannoleather body (b)
16078		Cota sagitário (a)			Sagittarian body (b)
16079		Escudo antidragão (a)			Anti-dragon shield (b)
16080		Malha de novita (a)			Novite chainbody (b)
16081		Malha de bathus (a)			Bathus chainbody (b)
16082		Malha de marmaros (a)			Marmaros chainbody (b)
16083		Malha de kratonita (a)			Kratonite chainbody (b)
16084		Malha de fractita (a)			Fractite chainbody (b)
16085		Malha de zephyria (a)			Zephyrium chainbody (b)
16086		Malha de argonita (a)			Argonite chainbody (b)
16087		Malha de katagon (a)			Katagon chainbody (b)
16088		Malha de gorgonita (a)			Gorgonite chainbody (b)
16089		Malha de promécio (a)			Promethium chainbody (b)
16090		Malha primal (a)			Primal chainbody (b)
16091		Runa do ar (a)			Air rune (b)
16092		Runa da água (a)			Water rune (b)
16093		Runa da terra (a)			Earth rune (b)
16094		Runa do fogo (a)			Fire rune (b)
16095		Runa da mente (a)			Mind rune (b)
16096		Runa do caos (a)			Chaos rune (b)
16097		Runa da morte (a)			Death rune (b)
16098		Runa do sangue (a)			Blood rune (b)
16099		Runa corporal (a)			Body rune (b)
16100		Runa cósmica (a)			Cosmic rune (b)
16101		Runa astral (a)			Astral rune (b)
16102		Runa da natureza (a)			Nature rune (b)
16103		Runa da lei (a)			Law rune (b)
16104		Runa da alma (a)			Soul rune (b)
16105		Braço de protocouro (a)			Protoleather vambraces (b)
16106		Braço de subcouro (a)			Subleather vambraces (b)
16107		Braço de paracouro (a)			Paraleather vambraces (b)
16108		Braço de arquecouro (a)			Archleather vambraces (b)
16109		Braço de dromocouro (a)			Dromoleather vambraces (b)
16110		Braço de espinocouro (a)			Spinoleather vambraces (b)
16111		Braço de galicouro (a)			Gallileather vambraces (b)
16112		Braço de estegocouro (a)			Stegoleather vambraces (b)
16113		Braço de megacouro (a)			Megaleather vambraces (b)
16114		Braço de tiranocouro (a)			Tyrannoleather vambraces (b)
16115		Braço sagitário (a)			Sagittarian vambraces (b)
16116		Martelo de novita (a)			Novite warhammer (b)
16117		Martelo de bathus (a)			Bathus warhammer (b)
16118		Martelo de marmaros (a)			Marmaros warhammer (b)
16119		Martelo de kratonite (a)			Kratonite warhammer (b)
16120		Martelo de fractita (a)			Fractite warhammer (b)
16121		Martelo de zephyria (a)			Zephyrium warhammer (b)
16122		Martelo de argonita (a)			Argonite warhammer (b)
16123		Martelo de katagon (a)			Katagon warhammer (b)
16124		Martelo de gorgonita (a)			Gorgonite warhammer (b)
16125		Martelo de promécio (a)			Promethium warhammer (b)
16126		Martelo primal (a)			Primal warhammer (b)
16127		Espada 2m de novita (a)			Novite 2h sword (b)
16128		Espada 2m de bathus (a)			Bathus 2h sword (b)
16129		Espada 2m de marmaros (a)			Marmaros 2h sword (b)
16130		Espada 2m de kratonita(a)			Kratonite 2h sword (b)
16131		Espada 2m de fractita (a)			Fractite 2h sword (b)
16132		Espada 2m de zephyria (a)			Zephyrium 2h sword (b)
16133		Espada 2m de argonita (a)			Argonite 2h sword (b)
16134		Espada 2m de katagon (a)			Katagon 2h sword (b)
16135		Espada 2m de gorgonita(a)			Gorgonite 2h sword (b)
16136		Espada 2m de promécio (a)			Promethium 2h sword (b)
16137		Espada 2m primal (a)			Primal 2h sword (b)
16138		Amuleto de safira (a)			Sapphire amulet (b)
16139		Amuleto de esmeralda (a)			Emerald amulet (b)
16140		Amuleto de rubi (a)			Ruby amulet (b)
16141		Amuleto de diamante (a)			Diamond amulet (b)
16142		Picareta de novita (a)			Novite pickaxe (b)
16143		Picareta de bathus (a)			Bathus pickaxe (b)
16144		Picareta de marmaros (a)			Marmaros pickaxe (b)
16145		Picareta de kratonita (a)			Kratonite pickaxe (b)
16146		Picareta de fractita (a)			Fractite pickaxe (b)
16147		Picareta de zephyria (a)			Zephyrium pickaxe (b)
16148		Picareta de argonita (a)			Argonite pickaxe (b)
16149		Picareta de katagon (a)			Katagon pickaxe (b)
16150		Picareta de gorgonita (a)			Gorgonite pickaxe (b)
16151		Picareta de promécio (a)			Promethium pickaxe (b)
16152		Picareta primal (a)			Primal pickaxe (b)
16153		Cajado de mirtácea (a)			Tangle gum staff (b)
16154		Cajado de olmo (a)			Seeping elm staff (b)
16155		Cajado de evônio (a)			Blood spindle staff (b)
16156		Cajado de utuku (a)			Utuku staff (b)
16157		Cajado de espinheiro (a)			Spinebeam staff (b)
16158		Cajado de retorceira (a)			Bovistrangler staff (b)
16159		Cajado de thigate (a)			Thigat staff (b)
16160		Cajado de sarça (a)			Corpsethorn staff (b)
16161		Cajado de entorca (a)			Entgallow staff (b)
16162		Cajado de macabreira (a)			Grave creeper staff (b)
16163		Cajado da água (a)			Water staff (b)
16164		Cajado água habilitado (a)			Empowered water staff (b)
16165		Cajado da terra (a)			Earth staff (b)
16166		Cajado terra habilitado(a)			Empowered earth staff (b)
16167		Cajado do fogo (a)			Fire staff (b)
16168		Cajado fogo habilitado (a)			Empowered fire staff (b)
16169		Cajado do ar (a)			Air staff (b)
16170		Cajado ar habilitado (a)			Empowered air staff (b)
16171		Cajado catalítico (a)			Catalytic staff (b)
16172		Cajado catalítico hab (a)			Empowered catalytic staff (b)
16173		Cajado cat celestial (a)			Celestial catalytic staff (b)
16174		Malho de novita (a)			Novite maul (b)
16175		Malho de bathus (a)			Bathus maul (b)
16176		Malho de marmaros (a)			Marmaros maul (b)
16177		Malho de kratonita (a)			Kratonite maul (b)
16178		Malho de fractita (a)			Fractite maul (b)
16179		Malho de zephyria (a)			Zephyrium maul (b)
16180		Malho de argonita (a)			Argonite maul (b)
16181		Malho de katagon (a)			Katagon maul (b)
16182		Malho de gorgonita (a)			Gorgonite maul (b)
16183		Malho de promécio (a)			Promethium maul (b)
16184		Malho primal (a)			Primal maul (b)
16185		Luvas de urtiglós (a)			Salve gloves (b)
16186		Luvas de selvagrião (a)			Wildercress gloves (b)
16187		Luvas de exfolha (a)			Blightleaf gloves (b)
16188		Luvas de rubrorrosa (a)			Roseblood gloves (b)
16189		Luvas de bryll (a)			Bryll gloves (b)
16190		Luvas de aurorinha (a)			Duskweed gloves (b)
16191		Luvas de almassino (a)			Soulbell gloves (b)
16192		Ectoluvas (a)			Ectogloves (b)
16193		Luvas de runafólio (a)			Runic gloves (b)
16194		Luvas de floralma (a)			Spiritbloom gloves (b)
16195		Luvas celestiais (a)			Celestial gloves (b)
16196		Escarcela de novita (a)			Novite plateskirt (b)
16197		Escarcela de bathus (a)			Bathus plateskirt (b)
16198		Escarcela de marmaros (a)			Marmaros plateskirt (b)
16199		Escarcela de kratonita (a)			Kratonite plateskirt (b)
16200		Escarcela de fractita (a)			Fractite plateskirt (b)
16201		Escarcela de zephyria (a)			Zephyrium plateskirt (b)
16202		Escarcela de argonita (a)			Argonite plateskirt (b)
16203		Escarcela de katagon (a)			Katagon plateskirt (b)
16204		Escarcela de gorgonita (a)			Gorgonite plateskirt (b)
16205		Escarcela de promécio (a)			Promethium plateskirt (b)
16206		Escarcela primal (a)			Primal plateskirt (b)
16207		Pelejador de novita (a)			Novite battleaxe (b)
16208		Pelejador de bathus (a)			Bathus battleaxe (b)
16209		Pelejador de marmaros (a)			Marmaros battleaxe (b)
16210		Pelejador de kratonita (a)			Kratonite battleaxe (b)
16211		Pelejador de fractita (a)			Fractite battleaxe (b)
16212		Pelejador de zephyria (a)			Zephyrium battleaxe (b)
16213		Pelejador de argonita (a)			Argonite battleaxe (b)
16214		Pelejador de katagon (a)			Katagon battleaxe (b)
16215		Pelejador de gorgonita (a)			Gorgonite battleaxe (b)
16216		Pelejador de promécio (a)			Promethium battleaxe (b)
16217		Pelejador primal (a)			Primal battleaxe (b)
16218		Lança de novita (a)			Novite spear (b)
16219		Lança de novita (v) (a)			Novite spear (p) (b)
16220		Lança de novita (v+) (a)			Novite spear (p+) (b)
16221		Lança de novita (v++) (a)			Novite spear (p++) (b)
16222		Lança de bathus (a)			Bathus spear (b)
16223		Lança de bathus (v) (a)			Bathus spear (p) (b)
16224		Lança de bathus (v+) (a)			Bathus spear (p+) (b)
16225		Lança de bathus (v++) (a)			Bathus spear (p++) (b)
16226		Lança de marmaros (a)			Marmaros spear (b)
16227		Lança de marmaros (v) (a)			Marmaros spear (p) (b)
16228		Lança de marmaros (v+) (a)			Marmaros spear (p+) (b)
16229		Lança de marmaros (v++) (a)			Marmaros spear (p++) (b)
16230		Lança de kratonita (a)			Kratonite spear (b)
16231		Lança de kratonita (v) (a)			Kratonite spear (p) (b)
16232		Lança de kratonita (v+) (a)			Kratonite spear (p+) (b)
16233		Lança de kratonita (v++) (a)			Kratonite spear (p++) (b)
16234		Lança de fractita (a)			Fractite spear (b)
16235		Lança de fractita (v) (a)			Fractite spear (p) (b)
16236		Lança de fractita (v+) (a)			Fractite spear (p+) (b)
16237		Lança de fractita (v++) (a)			Fractite spear (p++) (b)
16238		Lança de zephyria (a)			Zephyrium spear (b)
16239		Lança de zephyria (v) (a)			Zephyrium spear (p) (b)
16240		Lança de zephyria (v+) (a)			Zephyrium spear (p+) (b)
16241		Lança de zephyria (v++) (a)			Zephyrium spear (p++) (b)
16242		Lança de argonita (a)			Argonite spear (b)
16243		Lança de argonita (v) (a)			Argonite spear (p) (b)
16244		Lança de argonita (v+) (a)			Argonite spear (p+) (b)
16245		Lança de argonita (v++) (a)			Argonite spear (p++) (b)
16246		Lança de katagon (a)			Katagon spear (b)
16247		Lança de katagon (v) (a)			Katagon spear (p) (b)
